Background,Clothing,Ear,Eyes,Face,Hair,Headgear,Mouth,Neck,Offhand,Special,Type,Unnamed: 0,image,name,num
Off White C,Turquoise Kimono with Bow,Red Panda,Daydreaming,,Violet Flowy,,Closed,Sneakers,Bat,,Human,2185.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2185.png,Azuki #2185,2185
Off White D,Rain Jacket,,Ruby,Red Bandana,Black Hairband,,Frown,,Leather Katana,,Human,2186.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2186.png,Azuki #2186,2186
Dark Blue,Red Ninja Top,,Determined,,Silver Hairband,Sloth Headband,Laughing,,Monk Staff,,Human,,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2187.png,Azuki #2187,2187
Off White C,Frog T-Shirt,,Closed,Red Fang Face Paint,Blonde Long,Ayaigasa,Smirk,,,,Human,2188.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2188.png,Azuki #2188,2188
Off White C,Black Hoodie,,Focused,Red Bandana,Brown Disheveled,Red Panda Baseball Cap,Toothpick,,Hand Seal,,Human,2189.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2189.png,Azuki #2189,2189
Off White A,Red Ninja Top,,Ruby,,Black Pigtails,Frog Mask,Grin,Chill Headphones,Lantern,,Human,2190.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2190.png,Azuki #2190,2190
Off White C,Red Floral Kimono,,Pierced Eyebrow,,Silver Ponytail,,Wheat Straw,,Lantern,,Human,2191.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2191.png,Azuki #2191,2191
Red,Hoshi Jacket,,Relaxed,,Silver Ponytail,,Smile,,,,Human,2192.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2192.png,Azuki #2192,2192
Dark Blue,Hawaiian Shirt,,Pensive,,Black Disheveled,IKZ Baseball Cap,Not Bad,,Boombox,,Human,2193.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2193.png,Azuki #2193,2193
Dark Blue,Blue Kimono,,White,,Spirit Fluffy,Sandogasa,Meh,,Hand Wrap,,Spirit,2194.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2194.png,Azuki #2194,2194
Off White B,Brown Yukata,,Meditating,,Blue Samurai,,Whistling,Zen Headphones,Lantern,,Human,2195.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2195.png,Azuki #2195,2195
Off White D,Red Kimono,,Careless,,Buzzcut,,Smoking,Chain,,,Human,2196.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2196.png,Azuki #2196,2196
Cool Gray,White Blazer,,Meditating,Bandaid,Maroon Disheveled,Straw Hat,Toothpick,Towel,,,Human,2197.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2197.png,Azuki #2197,2197
Off White B,Light Armor,,Amethyst,,Blue Nightshade Flowy,,Smile,,Banner,,Human,2198.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2198.png,Azuki #2198,2198
Off White C,Black Hoodie,,Tired,,Silver Spiky,,Meh,,Sake,,Human,2199.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2199.png,Azuki #2199,2199
Off White C,Blue Kimono with Bow,,Calm,Reading Glasses,Purple Dreadlocks,,Lipstick,,Katana,,Human,2200.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2200.png,Azuki #2200,2200
Off White B,Blue Floral Kimono,,Hopeful,,Pink Bangs,Full Bandana,Closed,,,,Human,2201.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2201.png,Azuki #2201,2201
Dark Purple,Vest,Pearl,Ruby,,Orange Pixie,IKZ Baseball Cap,Smile,,,,Human,2202.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2202.png,Azuki #2202,2202
Red,Black Qipao,,Amethyst,,Indigo Pixie,,Relaxed,,Sake,,Human,2203.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2203.png,Azuki #2203,2203
Off White A,Cat T-Shirt,,Tired,,Green Spiky,Beret,Scroll,,Floorsweeper,Sakura,Human,2204.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2204.png,Azuki #2204,2204
Dark Blue,Blue Qipao,,White,,Water,,Relaxed,,Fan,Water,Blue,2205.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2205.png,Azuki #2205,2205
Off White B,Light Armor,,Relaxed,,Brown Flowy,,Relaxed,,Banner,,Human,2206.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2206.png,Azuki #2206,2206
Off White B,Azuki Tech Jacket,,Closed,Sleep Mask,Blue Half Bun,,Chewing,,,,Human,2207.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2207.png,Azuki #2207,2207
Dark Purple,Tank Top,,Determined,Reading Glasses,Silver Short Spiky,Sloth Beanie,Wheat Straw,Towel,Fishing Rod,,Human,2208.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2208.png,Azuki #2208,2208
Off White B,Fur Hoodie,,Striking,Round Blue Sunglasses,Blonde Pixie,Pointy Straw Hat,Whistling,Tribal Tattoo,Katana,,Human,2209.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2209.png,Azuki #2209,2209
Off White C,Red Floral Kimono,,Relaxed,,Pink Flowy,,Smile,Chill Headphones,Shuriken,,Human,2210.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2210.png,Azuki #2210,2210
Off White C,Yellow Bikini,,Calm,,Magenta Pigtails,Purple Kanzashi,Frown,,,,Human,2211.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2211.png,Azuki #2211,2211
Off White D,Dress Shirt,,Joyful,,Green Ponytail,,Smirk,,Monk Staff,,Human,2212.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2212.png,Azuki #2212,2212
Cool Gray,Black Yukata,,Focused,,Purple Spiky,,Not Bad,,,,Human,2213.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2213.png,Azuki #2213,2213
Off White A,Vest,,Focused,,Brown Half Bun,,Pout,,Fishing Rod,,Human,2214.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2214.png,Azuki #2214,2214
Off White A,Black Tech Jacket,,Determined,,Magenta Flowy,,Smirk,,Lantern,,Human,2215.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2215.png,Azuki #2215,2215
Off White C,Lavender Kimono with Bow,,Joyful,,Blue Hairband,,Smile,,Bat,,Human,2216.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2216.png,Azuki #2216,2216
Off White C,Suit with Turtleneck,,Curious,,Blonde Short Spiky,Cowboy Hat,Not Bad,,Floorsweeper,,Human,2217.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2217.png,Azuki #2217,2217
Dark Blue,Blue Floral Kimono,,Amethyst,,Green Pigtails,IKZ Baseball Cap,Smirk,,,Fox Fire,Human,2218.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2218.png,Azuki #2218,2218
Off White C,Vest,,Closed,Sleep Mask,Silver Dreadlocks,,Lipstick,,,,Human,2219.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2219.png,Azuki #2219,2219
Off White B,White Qipao with Fur,Corded Earbuds,Daydreaming,,Black Hairband,Beret,Chewing,,,,Human,2220.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2220.png,Azuki #2220,2220
Off White A,Beige Poncho,,White,Bandaid,Black Hairband,,Smile,,,,Human,2221.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2221.png,Azuki #2221,2221
Off White D,White T-Shirt,Dragon,Tired,Red Bandana,Maroon Disheveled,,Chuckle,,Kanabo,,Red,2222.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2222.png,Azuki #2222,2222
Red,Black Tech Jacket,,Calm,,Pink Flowy,,Smile,,,,Human,2223.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2223.png,Azuki #2223,2223
Dark Blue,Turquoise Kimono,,Closed,,Pink Flowy,,Grin,,,,Human,2224.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2224.png,Azuki #2224,2224
Off White C,Black T-Shirt,,Curious,,Magenta Messy,Broken Straw Hat,Relaxed,,Umbrella,,Red,2225.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2225.png,Azuki #2225,2225
Off White C,Camo Hoodie,,Closed,,Green Ponytail,,Closed,,,,Human,2226.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2226.png,Azuki #2226,2226
Off White A,Light Kimono,,Concerned,,Magenta Pigtails,,Bubble Gum,,,,Human,2227.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2227.png,Azuki #2227,2227
Off White B,Turquoise Kimono with Bow,,Striking,Reading Glasses,Blonde Pixie,,Frown,,Coin,,Human,2228.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2228.png,Azuki #2228,2228
Off White A,Black Oversized Kimono,,Daydreaming,,Teal Bangs,Full Bandana,Smile,,,,Human,2229.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2229.png,Azuki #2229,2229
Off White D,Light Armor,,Amethyst,Red Bandana,Teal Bob,,Closed,,Katana,,Human,2230.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2230.png,Azuki #2230,2230
Off White B,Black Kimono,,Closed,Seer Eyeband,Orange Samurai,,Pout,,Zanbato,,Human,2231.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2231.png,Azuki #2231,2231
Off White A,Yellow Bikini,,Closed,,Blue Nightshade Half Bun,Sandogasa,Grin,,Lantern,,Human,2232.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2232.png,Azuki #2232,2232
Off White A,Red Ninja Top,Red Cylinder,Concerned,,Blonde Bun,,Wheat Straw,,Umbrella,,Human,2233.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2233.png,Azuki #2233,2233
Off White A,Light Armor,,Joyful,,Maroon Bun,,Frown,,Zanbato,,Red,2234.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2234.png,Azuki #2234,2234
Off White D,Vest,,Closed,Round Blue Sunglasses,Silver Long,Ayaigasa,Smirk,Koi Tattoo,Coin,,Human,2235.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2235.png,Azuki #2235,2235
Off White A,Turquoise Kimono with Bow,Sunflower,Closed,Eye Patch,Purple Dreadlocks,,Smile,Zen Headphones,Zanbato,,Human,2236.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2236.png,Azuki #2236,2236
Cool Gray,Camo Tech Jacket,,Meditating,,Black Fluffy,,Pout,Koi Tattoo,Boombox,,Human,2237.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2237.png,Azuki #2237,2237
Off White A,Blue Floral Kimono,,Amethyst,,Silver Half Bun,,Smile,Chill Headphones,Shinai,,Human,2238.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2238.png,Azuki #2238,2238
Off White D,Red Floral Kimono,,Joyful,,Spirit Bob,,Lipstick,,Shinai,,Spirit,2239.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2239.png,Azuki #2239,2239
Off White C,Vegan Mink Coat,Frog,Indifferent,Black Glasses,Brown Disheveled,Azuki Cap,Smirk,,Bean Juice,,Human,2240.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2240.png,Azuki #2240,2240
Red,Frog Hoodie,,Ruby,,Silver Hairband,,Wheat Straw,Towel,Banner,,Human,2241.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2241.png,Azuki #2241,2241
Off White C,Kimono with Jacket,,Careless,Eye Scar,Blonde Short Spiky,,Pout,,Lantern,,Human,2242.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2242.png,Azuki #2242,2242
Red,Green Yukata,,Pierced Eyebrow,,Brown Fluffy,Red Panda Beanie,Long Stubble,,Lantern,,Human,2243.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2243.png,Azuki #2243,2243
Off White A,Frog Kimono,,Closed,,Black Hairband,,Grass,,Katana,,Human,2244.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2244.png,Azuki #2244,2244
Cool Gray,Black Hoodie,Blue Fan,Glowing,Eye Scar,Blonde Swept Back,IKZ Baseball Cap,Gaiter,,Golden Monkey King Staff,,Human,2245.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2245.png,Azuki #2245,2245
Off White D,Turquoise Kimono with Bow,,Pierced Eyebrow,,Violet Flowy,,Laughing,,Golden Fishing Rod,,Human,2246.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2246.png,Azuki #2246,2246
Off White D,Frog Kimono,,Striking,,Pink Hairband,,Tongue Out,Contract Tattoo,Golden Floorsweeper,,Human,2247.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2247.png,Azuki #2247,2247
Off White B,Hoodie with Bag,,Careless,,Black Disheveled,,Closed,Koi Tattoo,,,Human,2248.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2248.png,Azuki #2248,2248
Off White B,Turquoise Kimono with Bow,,Relaxed,,Pink Pixie,Fur Bucket Hat,Relaxed,,Katana,,Human,2249.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2249.png,Azuki #2249,2249
Red,White Yukata,Sakura,Pensive,,Indigo Disheveled,,Tactical Knife,,Monkey King Staff,,Human,2250.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2250.png,Azuki #2250,2250
Off White C,Light Armor,,Concerned,Reading Glasses,Pink Flowy,,Grin,,Zanbato,,Human,2251.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2251.png,Azuki #2251,2251
Off White B,White Yukata,Corded Earbuds,Pensive,Bandaid,Powder Blue Disheveled,Frog Beanie,Closed,,,,Human,2252.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2252.png,Azuki #2252,2252
Off White D,Plated Samurai Armor,Sloth,Closed,Eye Patch,Maroon Short Spiky,Black Bucket Hat,Bubble Gum,,,,Human,2253.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2253.png,Azuki #2253,2253
Off White A,Turquoise Kimono with Bow,,Amethyst,,Blue Bun,,Chewing,,,,Human,2254.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2254.png,Azuki #2254,2254
Off White B,Azuki Sweater,,Closed,Ji Eyeband,Blue Samurai,,Scroll,Zen Headphones,Bat,,Human,2255.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2255.png,Azuki #2255,2255
Off White B,White Qipao with Fur,,Striking,,Blue Half Bun,,Tongue Out,,Zanbato,,Human,2256.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2256.png,Azuki #2256,2256
Off White D,Red Hoodie,,Chill,,Brown Disheveled,Azuki Cap,Smoking,,Blue Bean,,Human,2257.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2257.png,Azuki #2257,2257
Off White A,Yellow Bikini,,Striking,,Pink Pixie,,Surprised,,,,Human,2258.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2258.png,Azuki #2258,2258
Off White B,Maroon Yukata,,Pensive,Black Glasses,Silver Spiky,Chef Headband,Smirk,,,,Human,2259.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2259.png,Azuki #2259,2259
Off White A,Blue Kimono,Ear Cuffs,Bored,,Powder Blue Swept Back,,Relaxed,,Monkey King Staff,,Human,2260.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2260.png,Azuki #2260,2260
Off White C,Kung Fu Shirt,,Tired,,Purple Dreadlocks,,Chuckle,,,,Human,2261.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2261.png,Azuki #2261,2261
Off White B,White T-Shirt,,Curious,Eye Scar,Indigo Disheveled,Sloth Headband,Meh,Koi Tattoo,Zanbato,,Human,2262.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2262.png,Azuki #2262,2262
Off White B,White Layered Yukata,,Curious,,Blue Short Spiky,,Smirk,,Banner,,Human,2263.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2263.png,Azuki #2263,2263
Off White C,Red Perfecto Jacket,,Focused,Red Fang Face Paint,Blonde Short Spiky,,Chuckle,Koi Tattoo,Boombox,,Human,2264.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2264.png,Azuki #2264,2264
Off White C,Hoshi Jacket,,White,Red Stripes Face Paint,Silver Hairband,,Frown,,Bean Juice,,Human,2265.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2265.png,Azuki #2265,2265
Dark Blue,Red Panda Yukata,,Careless,,Green Samurai,,Closed,,,Smoke,Human,2266.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2266.png,Azuki #2266,2266
Off White D,Brown Yukata,,Lightning,,Green Spiky,,Not Bad,,Leather Katana,,Human,2267.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2267.png,Azuki #2267,2267
Off White C,Blue Qipao,Stud,White,,Green Ponytail,Chef Headband,Chewing,,,,Human,2268.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2268.png,Azuki #2268,2268
Off White D,Kimono with Straw Hat,,Chill,,Indigo Messy,,Stubble,,Sakura Katana,,Human,2269.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2269.png,Azuki #2269,2269
Off White A,Azuki Tech Jacket,,Closed,Sleep Mask,Brown Ponytail,,Chewing,,,,Human,2270.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2270.png,Azuki #2270,2270
Off White C,Maroon Yukata,,Indifferent,,Brown Messy,,Tactical Knife,,,,Human,2271.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2271.png,Azuki #2271,2271
Off White A,White Qipao with Fur,,Determined,,Teal Bun,Chef Headband,Grass,,Katana,,Human,2272.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2272.png,Azuki #2272,2272
Off White D,Straw Poncho,Ethereum,Relaxed,Red Bandana,Silver Bun,Straw Hat,Relaxed,Zen Headphones,,,Blue,2273.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2273.png,Azuki #2273,2273
Red,Suit with Turtleneck,,Pensive,Round Purple Sunglasses,Teal Messy,,Chuckle,,Umbrella,,Human,2274.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2274.png,Azuki #2274,2274
Cool Gray,Black Oversized Kimono,,Closed,Eye Scar,Brown Bangs,Yellow Kanzashi,Chewing,,Floorsweeper,Fireflies,Human,2275.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2275.png,Azuki #2275,2275
Off White D,Alpine Jacket,,Ruby,,Purple Pigtails,Yellow Kanzashi,Chewing,,Bat,Sakura,Human,2276.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2276.png,Azuki #2276,2276
Off White C,Tank Top with Jacket,Red Tassel,Amethyst,,Purple Bun,Red Panda Beanie,Smile,,Leather Katana,,Human,2277.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2277.png,Azuki #2277,2277
Off White A,Blue Bikini,,Concerned,,Black Pigtails,,Smirk,,,,Human,2278.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2278.png,Azuki #2278,2278
Off White C,Fur Hoodie,,Pierced Eyebrow,,Black Hairband,,Wheat Straw,Koi Tattoo,Lantern,,Human,2279.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2279.png,Azuki #2279,2279
Off White D,Plated Samurai Armor,,Focused,Bandaid,Brown Spiky,Pointy Straw Hat,420,,,,Human,2280.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2280.png,Azuki #2280,2280
Off White A,Camo Tech Jacket,,Closed,Eye Patch,Magenta Long,Broken Straw Hat,Not Bad,,Bokken,,Red,2281.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2281.png,Azuki #2281,2281
Dark Blue,Black Hoodie,,Curious,,Brown Spiky,,Meh,,Sake,,Human,2282.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2282.png,Azuki #2282,2282
